lead_id,date,ad_id,campaign_id,platform,call_booked,call_completed,sale_won,sale_value,rep_id,country
L002051,2026-04-23,C003-AD01,C003,Instagram,0,0,0,0.0,,UAE
L002052,2026-04-23,C003-AD01,C003,Instagram,0,0,0,0.0,,UK
L002053,2026-04-23,C003-AD01,C003,Instagram,1,1,0,0.0,R03,India
L002054,2026-04-23,C003-AD01,C003,Instagram,1,0,0,0.0,R04,UAE
L002055,2026-04-23,C003-AD01,C003,Instagram,1,1,0,0.0,R02,USA
L002056,2026-04-23,C003-AD01,C003,Instagram,1,1,0,0.0,R04,UAE
L002057,2026-04-23,C003-AD01,C003,Instagram,1,1,0,0.0,R03,India
L002058,2026-04-23,C003-AD02,C003,Instagram,0,0,0,0.0,,USA
L002059,2026-04-23,C003-AD02,C003,Instagram,1,1,0,0.0,R01,USA
L002060,2026-04-23,C003-AD02,C003,Instagram,1,0,0,0.0,R04,India
L002061,2026-04-23,C003-AD02,C003,Instagram,0,0,0,0.0,,USA
L002062,2026-04-23,C003-AD02,C003,Instagram,1,1,0,0.0,R01,UAE
L002063,2026-04-23,C003-AD02,C003,Instagram,1,1,0,0.0,R04,UAE
L002064,2026-04-23,C003-AD02,C003,Instagram,0,0,0,0.0,,India
L002065,2026-04-23,C003-AD03,C003,Instagram,1,1,0,0.0,R01,India
L002066,2026-04-23,C003-AD03,C003,Instagram,1,1,1,80027.72,R04,USA
L002067,2026-04-23,C003-AD03,C003,Instagram,1,1,0,0.0,R01,UAE
L002068,2026-04-23,C003-AD03,C003,Instagram,0,0,0,0.0,,UK
L002069,2026-04-23,C003-AD03,C003,Instagram,1,1,0,0.0,R01,USA
L002070,2026-04-23,C003-AD03,C003,Instagram,1,1,0,0.0,R04,Singapore
L002071,2026-04-23,C003-AD04,C003,Instagram,1,1,0,0.0,R01,India
L002072,2026-04-23,C003-AD04,C003,Instagram,1,1,0,0.0,R01,Singapore
L002073,2026-04-23,C003-AD04,C003,Instagram,1,0,0,0.0,R04,Singapore
L002074,2026-04-23,C003-AD04,C003,Instagram,0,0,0,0.0,,USA
L002075,2026-04-23,C003-AD04,C003,Instagram,1,1,0,0.0,R04,USA
L002076,2026-04-23,C003-AD04,C003,Instagram,0,0,0,0.0,,UAE
L002077,2026-04-23,C003-AD04,C003,Instagram,1,1,0,0.0,R04,India
L002078,2026-04-23,C003-AD04,C003,Instagram,1,1,0,0.0,R03,UAE
L002079,2026-04-23,C003-AD04,C003,Instagram,1,1,0,0.0,R02,India
L002080,2026-04-23,C003-AD04,C003,Instagram,1,1,0,0.0,R01,USA
L002081,2026-04-23,C003-AD04,C003,Instagram,0,0,0,0.0,,Singapore
L002082,2026-04-23,C003-AD04,C003,Instagram,1,0,0,0.0,R04,USA
L002083,2026-04-23,C003-AD04,C003,Instagram,0,0,0,0.0,,UK
L002084,2026-04-23,C003-AD04,C003,Instagram,1,0,0,0.0,R02,UAE
L002085,2026-04-23,C003-AD04,C003,Instagram,0,0,0,0.0,,UAE
L002086,2026-04-23,C003-AD04,C003,Instagram,0,0,0,0.0,,India
L002087,2026-04-23,C003-AD04,C003,Instagram,0,0,0,0.0,,UAE
L002088,2026-04-23,C003-AD04,C003,Instagram,0,0,0,0.0,,UK
L002089,2026-04-23,C003-AD04,C003,Instagram,1,0,0,0.0,R02,India
L002090,2026-04-23,C003-AD04,C003,Instagram,1,1,0,0.0,R03,UK
L002091,2026-04-23,C004-AD01,C004,Google,1,1,0,0.0,R04,India
L002092,2026-04-23,C004-AD01,C004,Google,1,0,0,0.0,R01,USA
L002093,2026-04-23,C004-AD01,C004,Google,1,1,0,0.0,R04,USA
L002094,2026-04-23,C004-AD01,C004,Google,0,0,0,0.0,,UAE
L002095,2026-04-23,C004-AD01,C004,Google,1,0,0,0.0,R01,USA
L002096,2026-04-23,C004-AD01,C004,Google,0,0,0,0.0,,Singapore
L002097,2026-04-23,C004-AD01,C004,Google,1,0,0,0.0,R02,UK
L002098,2026-04-23,C004-AD01,C004,Google,0,0,0,0.0,,UK
L002099,2026-04-23,C004-AD01,C004,Google,1,1,1,39890.87,R04,UAE
L002100,2026-04-23,C004-AD01,C004,Google,0,0,0,0.0,,India
L002101,2026-04-23,C004-AD01,C004,Google,0,0,0,0.0,,USA
L002102,2026-04-23,C004-AD01,C004,Google,1,0,0,0.0,R04,UAE
L002103,2026-04-23,C004-AD01,C004,Google,1,1,0,0.0,R02,UK
L002104,2026-04-23,C004-AD02,C004,Google,1,1,0,0.0,R04,USA
L002105,2026-04-23,C004-AD02,C004,Google,1,1,1,23163.93,R01,UK
L002106,2026-04-23,C004-AD02,C004,Google,1,0,0,0.0,R02,India
L002107,2026-04-23,C004-AD02,C004,Google,1,0,0,0.0,R04,USA
L002108,2026-04-23,C004-AD02,C004,Google,0,0,0,0.0,,India
L002109,2026-04-23,C004-AD02,C004,Google,0,0,0,0.0,,UAE
L002110,2026-04-23,C004-AD02,C004,Google,1,0,0,0.0,R04,USA
L002111,2026-04-23,C004-AD02,C004,Google,1,1,1,78621.64,R02,UK
L002112,2026-04-23,C004-AD02,C004,Google,0,0,0,0.0,,India
L002113,2026-04-23,C004-AD02,C004,Google,1,0,0,0.0,R04,India
L002114,2026-04-23,C004-AD02,C004,Google,1,1,0,0.0,R01,UAE
L002115,2026-04-23,C004-AD02,C004,Google,0,0,0,0.0,,India
L002116,2026-04-23,C004-AD02,C004,Google,1,1,1,53830.52,R03,India
L002117,2026-04-23,C004-AD02,C004,Google,1,1,0,0.0,R01,Singapore
L002118,2026-04-23,C004-AD02,C004,Google,1,0,0,0.0,R01,India
L002119,2026-04-23,C004-AD02,C004,Google,1,1,0,0.0,R04,India
L002120,2026-04-23,C004-AD02,C004,Google,1,1,0,0.0,R03,Singapore
L002121,2026-04-23,C005-AD01,C005,Google,0,0,0,0.0,,Singapore
L002122,2026-04-23,C005-AD01,C005,Google,0,0,0,0.0,,USA
L002123,2026-04-23,C005-AD01,C005,Google,1,1,0,0.0,R01,UAE
L002124,2026-04-23,C005-AD01,C005,Google,1,1,0,0.0,R02,UAE
L002125,2026-04-23,C005-AD01,C005,Google,1,1,0,0.0,R02,Singapore
L002126,2026-04-23,C005-AD01,C005,Google,1,1,0,0.0,R02,UK
L002127,2026-04-23,C005-AD01,C005,Google,1,0,0,0.0,R04,UAE
L002128,2026-04-23,C005-AD01,C005,Google,1,1,0,0.0,R02,USA
L002129,2026-04-23,C005-AD01,C005,Google,1,1,0,0.0,R02,UK
L002130,2026-04-23,C005-AD01,C005,Google,0,0,0,0.0,,USA
L002131,2026-04-23,C005-AD01,C005,Google,0,0,0,0.0,,UK
L002132,2026-04-23,C005-AD01,C005,Google,1,0,0,0.0,R02,India
L002133,2026-04-23,C005-AD01,C005,Google,1,1,0,0.0,R04,India
L002134,2026-04-23,C005-AD01,C005,Google,1,1,0,0.0,R03,UAE
L002135,2026-04-23,C005-AD01,C005,Google,0,0,0,0.0,,UAE
L002136,2026-04-23,C005-AD01,C005,Google,1,1,0,0.0,R02,UK
L002137,2026-04-23,C005-AD01,C005,Google,0,0,0,0.0,,India
L002138,2026-04-23,C005-AD01,C005,Google,1,0,0,0.0,R03,Singapore
L002139,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R03,Singapore
L002140,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R04,UAE
L002141,2026-04-23,C005-AD02,C005,Google,1,0,0,0.0,R04,UK
L002142,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R02,UAE
L002143,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R03,UAE
L002144,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R04,USA
L002145,2026-04-23,C005-AD02,C005,Google,0,0,0,0.0,,Singapore
L002146,2026-04-23,C005-AD02,C005,Google,1,0,0,0.0,R02,USA
L002147,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R03,India
L002148,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R01,UAE
L002149,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R04,India
L002150,2026-04-23,C005-AD02,C005,Google,0,0,0,0.0,,UK
L002151,2026-04-23,C005-AD02,C005,Google,1,0,0,0.0,R02,UK
L002152,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R01,UK
L002153,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R01,UK
L002154,2026-04-23,C005-AD02,C005,Google,0,0,0,0.0,,USA
L002155,2026-04-23,C005-AD02,C005,Google,1,0,0,0.0,R01,Singapore
L002156,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R02,UAE
L002157,2026-04-23,C005-AD02,C005,Google,1,0,0,0.0,R03,India
L002158,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R01,USA
L002159,2026-04-23,C005-AD02,C005,Google,0,0,0,0.0,,UAE
L002160,2026-04-23,C005-AD02,C005,Google,0,0,0,0.0,,India
L002161,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R01,Singapore
L002162,2026-04-23,C005-AD02,C005,Google,1,0,0,0.0,R01,UK
L002163,2026-04-23,C005-AD02,C005,Google,0,0,0,0.0,,UK
L002164,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R03,USA
L002165,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R04,USA
L002166,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R02,UK
L002167,2026-04-23,C005-AD02,C005,Google,1,1,1,60964.34,R02,UK
L002168,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R02,Singapore
L002169,2026-04-23,C005-AD02,C005,Google,0,0,0,0.0,,India
L002170,2026-04-23,C005-AD02,C005,Google,0,0,0,0.0,,UK
L002171,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R03,UAE
L002172,2026-04-23,C005-AD02,C005,Google,1,1,1,44473.9,R03,India
L002173,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R03,India
L002174,2026-04-23,C005-AD02,C005,Google,1,1,0,0.0,R02,USA
L002175,2026-04-23,C005-AD02,C005,Google,0,0,0,0.0,,UK
L002176,2026-04-23,C005-AD02,C005,Google,1,0,0,0.0,R04,UAE
L002177,2026-04-23,C005-AD02,C005,Google,1,1,1,25887.94,R01,UAE
L002178,2026-04-23,C005-AD03,C005,Google,1,1,1,48613.51,R03,UK
L002179,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R02,UAE
L002180,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R02,UK
L002181,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R02,UAE
L002182,2026-04-23,C005-AD03,C005,Google,0,0,0,0.0,,Singapore
L002183,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R04,India
L002184,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R01,Singapore
L002185,2026-04-23,C005-AD03,C005,Google,1,0,0,0.0,R04,UK
L002186,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R02,USA
L002187,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R01,USA
L002188,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R04,UAE
L002189,2026-04-23,C005-AD03,C005,Google,1,1,1,18649.14,R03,UAE
L002190,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R04,UAE
L002191,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R01,India
L002192,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R02,USA
L002193,2026-04-23,C005-AD03,C005,Google,1,0,0,0.0,R03,UAE
L002194,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R01,UAE
L002195,2026-04-23,C005-AD03,C005,Google,1,1,1,82783.11,R02,UAE
L002196,2026-04-23,C005-AD03,C005,Google,0,0,0,0.0,,India
L002197,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R04,UAE
L002198,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R04,Singapore
L002199,2026-04-23,C005-AD03,C005,Google,0,0,0,0.0,,Singapore
L002200,2026-04-23,C005-AD03,C005,Google,0,0,0,0.0,,USA
L002201,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R01,UK
L002202,2026-04-23,C005-AD03,C005,Google,1,0,0,0.0,R01,UAE
L002203,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R01,Singapore
L002204,2026-04-23,C005-AD03,C005,Google,1,0,0,0.0,R02,UK
L002205,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R01,UAE
L002206,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R04,UK
L002207,2026-04-23,C005-AD03,C005,Google,1,1,1,55032.86,R01,Singapore
L002208,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R03,UAE
L002209,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R02,India
L002210,2026-04-23,C005-AD03,C005,Google,1,1,0,0.0,R03,UAE
L002211,2026-04-23,C005-AD03,C005,Google,1,0,0,0.0,R02,UAE
L002212,2026-04-23,C005-AD04,C005,Google,1,1,0,0.0,R01,Singapore
L002213,2026-04-23,C005-AD04,C005,Google,1,1,0,0.0,R03,USA
L002214,2026-04-23,C005-AD04,C005,Google,0,0,0,0.0,,India
L002215,2026-04-23,C005-AD04,C005,Google,0,0,0,0.0,,UAE
L002216,2026-04-23,C005-AD04,C005,Google,0,0,0,0.0,,USA
L002217,2026-04-23,C005-AD04,C005,Google,1,0,0,0.0,R01,UK
L002218,2026-04-23,C005-AD04,C005,Google,0,0,0,0.0,,USA
L002219,2026-04-23,C005-AD04,C005,Google,0,0,0,0.0,,Singapore
L002220,2026-04-23,C005-AD04,C005,Google,1,0,0,0.0,R02,USA
L002221,2026-04-23,C005-AD04,C005,Google,1,1,0,0.0,R04,UAE
L002222,2026-04-23,C005-AD04,C005,Google,1,0,0,0.0,R04,USA
L002223,2026-04-23,C005-AD04,C005,Google,1,1,0,0.0,R04,UAE
L002224,2026-04-23,C005-AD04,C005,Google,0,0,0,0.0,,UAE
L002225,2026-04-23,C005-AD04,C005,Google,1,1,0,0.0,R03,India
L002226,2026-04-23,C005-AD04,C005,Google,1,0,0,0.0,R04,Singapore
L002227,2026-04-23,C005-AD04,C005,Google,1,1,0,0.0,R04,UK
L002228,2026-04-23,C005-AD04,C005,Google,1,1,0,0.0,R01,Singapore
L002229,2026-04-23,C005-AD04,C005,Google,1,1,1,15948.64,R01,UAE
L002230,2026-04-23,C005-AD04,C005,Google,1,1,1,58916.91,R01,India
L002231,2026-04-23,C005-AD04,C005,Google,0,0,0,0.0,,India
L002232,2026-04-23,C005-AD04,C005,Google,1,0,0,0.0,R01,UAE
L002233,2026-04-23,C006-AD01,C006,TikTok,0,0,0,0.0,,UAE
L002234,2026-04-23,C006-AD01,C006,TikTok,1,1,0,0.0,R03,Singapore
L002235,2026-04-23,C006-AD01,C006,TikTok,1,0,0,0.0,R01,Singapore
L002236,2026-04-23,C006-AD01,C006,TikTok,1,1,0,0.0,R02,India
L002237,2026-04-23,C006-AD01,C006,TikTok,0,0,0,0.0,,India
L002238,2026-04-23,C006-AD01,C006,TikTok,1,1,0,0.0,R03,UAE
L002239,2026-04-23,C006-AD01,C006,TikTok,0,0,0,0.0,,UK
L002240,2026-04-23,C006-AD01,C006,TikTok,0,0,0,0.0,,India
L002241,2026-04-23,C006-AD01,C006,TikTok,1,0,0,0.0,R02,India
L002242,2026-04-23,C006-AD01,C006,TikTok,0,0,0,0.0,,USA
L002243,2026-04-23,C006-AD01,C006,TikTok,1,1,1,79632.37,R01,India
L002244,2026-04-23,C006-AD01,C006,TikTok,1,1,0,0.0,R02,UK
L002245,2026-04-23,C006-AD02,C006,TikTok,1,0,0,0.0,R03,India
L002246,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R03,India
L002247,2026-04-23,C006-AD02,C006,TikTok,0,0,0,0.0,,UAE
L002248,2026-04-23,C006-AD02,C006,TikTok,0,0,0,0.0,,UAE
L002249,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R04,India
L002250,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R02,India
L002251,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R03,USA
L002252,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R03,UAE
L002253,2026-04-23,C006-AD02,C006,TikTok,0,0,0,0.0,,UAE
L002254,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R04,Singapore
L002255,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R04,Singapore
L002256,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R01,UAE
L002257,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R03,Singapore
L002258,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R03,USA
L002259,2026-04-23,C006-AD02,C006,TikTok,0,0,0,0.0,,UAE
L002260,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R04,UAE
L002261,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R01,UAE
L002262,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R03,India
L002263,2026-04-23,C006-AD02,C006,TikTok,0,0,0,0.0,,Singapore
L002264,2026-04-23,C006-AD02,C006,TikTok,1,0,0,0.0,R02,India
L002265,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R01,Singapore
L002266,2026-04-23,C006-AD02,C006,TikTok,0,0,0,0.0,,UK
L002267,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R03,UK
L002268,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R01,USA
L002269,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R02,Singapore
L002270,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R04,Singapore
L002271,2026-04-23,C006-AD02,C006,TikTok,0,0,0,0.0,,USA
L002272,2026-04-23,C006-AD02,C006,TikTok,0,0,0,0.0,,Singapore
L002273,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R03,India
L002274,2026-04-23,C006-AD02,C006,TikTok,1,0,0,0.0,R02,UAE
L002275,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R01,UK
L002276,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R04,UAE
L002277,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R03,India
L002278,2026-04-23,C006-AD02,C006,TikTok,1,1,0,0.0,R03,India
L002279,2026-04-23,C006-AD03,C006,TikTok,1,1,1,78678.09,R02,Singapore
L002280,2026-04-23,C006-AD03,C006,TikTok,1,0,0,0.0,R02,USA
L002281,2026-04-23,C006-AD03,C006,TikTok,1,1,1,84054.58,R04,India
L002282,2026-04-23,C006-AD03,C006,TikTok,1,1,0,0.0,R03,USA
L002283,2026-04-23,C006-AD03,C006,TikTok,0,0,0,0.0,,Singapore
L002284,2026-04-23,C006-AD03,C006,TikTok,1,0,0,0.0,R03,UAE
L002285,2026-04-23,C006-AD03,C006,TikTok,0,0,0,0.0,,India
L002286,2026-04-23,C006-AD03,C006,TikTok,1,0,0,0.0,R01,Singapore
L002287,2026-04-23,C006-AD03,C006,TikTok,0,0,0,0.0,,UAE
L002288,2026-04-23,C006-AD03,C006,TikTok,1,0,0,0.0,R04,Singapore
L002289,2026-04-23,C006-AD03,C006,TikTok,0,0,0,0.0,,India
L002290,2026-04-23,C006-AD03,C006,TikTok,1,1,0,0.0,R01,UAE
L002291,2026-04-23,C006-AD03,C006,TikTok,0,0,0,0.0,,UAE
L002292,2026-04-23,C006-AD03,C006,TikTok,0,0,0,0.0,,UAE
L002293,2026-04-23,C006-AD03,C006,TikTok,0,0,0,0.0,,Singapore
L002294,2026-04-23,C006-AD03,C006,TikTok,1,0,0,0.0,R03,UK
L002295,2026-04-23,C006-AD03,C006,TikTok,0,0,0,0.0,,USA
L002296,2026-04-23,C006-AD03,C006,TikTok,1,1,0,0.0,R01,UK
L002297,2026-04-23,C006-AD03,C006,TikTok,1,0,0,0.0,R01,UAE
L002298,2026-04-23,C008-AD01,C008,Email,0,0,0,0.0,,USA
L002299,2026-04-23,C008-AD01,C008,Email,1,0,0,0.0,R01,UK
L002300,2026-04-23,C008-AD02,C008,Email,1,1,0,0.0,R02,India
L002301,2026-04-23,C008-AD02,C008,Email,1,1,1,27543.04,R04,USA
L002302,2026-04-23,C009-AD01,C009,Organic,0,0,0,0.0,,UK
L002303,2026-04-23,C009-AD01,C009,Organic,1,1,1,54811.34,R01,USA
L002304,2026-04-23,C009-AD01,C009,Organic,0,0,0,0.0,,UK
L002305,2026-04-23,C009-AD01,C009,Organic,1,1,0,0.0,R04,USA
L002306,2026-04-23,C009-AD01,C009,Organic,1,1,0,0.0,R01,UK
L002307,2026-04-23,C009-AD02,C009,Organic,1,1,0,0.0,R01,Singapore
L002308,2026-04-24,C001-AD01,C001,Facebook,0,0,0,0.0,,Singapore
L002309,2026-04-24,C001-AD01,C001,Facebook,1,0,0,0.0,R03,UK
L002310,2026-04-24,C001-AD01,C001,Facebook,1,1,1,42175.61,R04,India
L002311,2026-04-24,C001-AD01,C001,Facebook,1,1,0,0.0,R04,India
L002312,2026-04-24,C001-AD01,C001,Facebook,1,0,0,0.0,R04,UK
L002313,2026-04-24,C001-AD01,C001,Facebook,1,1,0,0.0,R04,UAE
L002314,2026-04-24,C001-AD01,C001,Facebook,0,0,0,0.0,,UK
L002315,2026-04-24,C001-AD01,C001,Facebook,1,1,0,0.0,R04,UAE
L002316,2026-04-24,C001-AD02,C001,Facebook,1,1,0,0.0,R03,UK
L002317,2026-04-24,C001-AD02,C001,Facebook,0,0,0,0.0,,UAE
L002318,2026-04-24,C001-AD02,C001,Facebook,1,0,0,0.0,R04,USA
L002319,2026-04-24,C001-AD02,C001,Facebook,1,1,0,0.0,R03,UK
L002320,2026-04-24,C001-AD02,C001,Facebook,1,0,0,0.0,R04,UK
L002321,2026-04-24,C001-AD02,C001,Facebook,1,1,0,0.0,R01,India
L002322,2026-04-24,C001-AD02,C001,Facebook,0,0,0,0.0,,UK
L002323,2026-04-24,C001-AD02,C001,Facebook,1,0,0,0.0,R02,UAE
L002324,2026-04-24,C001-AD02,C001,Facebook,1,1,0,0.0,R02,UK
L002325,2026-04-24,C001-AD02,C001,Facebook,1,1,0,0.0,R01,Singapore
L002326,2026-04-24,C001-AD02,C001,Facebook,0,0,0,0.0,,Singapore
L002327,2026-04-24,C001-AD02,C001,Facebook,1,0,0,0.0,R02,USA
L002328,2026-04-24,C001-AD03,C001,Facebook,0,0,0,0.0,,USA
L002329,2026-04-24,C001-AD03,C001,Facebook,1,0,0,0.0,R02,UK
L002330,2026-04-24,C001-AD03,C001,Facebook,0,0,0,0.0,,India
L002331,2026-04-24,C001-AD03,C001,Facebook,0,0,0,0.0,,UK
L002332,2026-04-24,C001-AD03,C001,Facebook,1,0,0,0.0,R04,UAE
L002333,2026-04-24,C001-AD03,C001,Facebook,1,1,0,0.0,R01,UAE
L002334,2026-04-24,C001-AD03,C001,Facebook,0,0,0,0.0,,UAE
L002335,2026-04-24,C001-AD03,C001,Facebook,1,1,1,41428.96,R03,UAE
L002336,2026-04-24,C001-AD03,C001,Facebook,0,0,0,0.0,,Singapore
L002337,2026-04-24,C001-AD03,C001,Facebook,0,0,0,0.0,,USA
L002338,2026-04-24,C001-AD03,C001,Facebook,0,0,0,0.0,,India
L002339,2026-04-24,C001-AD03,C001,Facebook,1,1,0,0.0,R01,UK
L002340,2026-04-24,C001-AD03,C001,Facebook,1,1,0,0.0,R03,Singapore
L002341,2026-04-24,C001-AD03,C001,Facebook,1,0,0,0.0,R03,India
L002342,2026-04-24,C001-AD03,C001,Facebook,0,0,0,0.0,,UK
L002343,2026-04-24,C001-AD04,C001,Facebook,1,1,0,0.0,R04,USA
L002344,2026-04-24,C001-AD04,C001,Facebook,0,0,0,0.0,,India
L002345,2026-04-24,C001-AD04,C001,Facebook,0,0,0,0.0,,India
L002346,2026-04-24,C001-AD04,C001,Facebook,1,1,0,0.0,R01,UK
L002347,2026-04-24,C001-AD04,C001,Facebook,0,0,0,0.0,,Singapore
L002348,2026-04-24,C001-AD04,C001,Facebook,0,0,0,0.0,,India
L002349,2026-04-24,C002-AD01,C002,Facebook,0,0,0,0.0,,USA
L002350,2026-04-24,C002-AD01,C002,Facebook,0,0,0,0.0,,UAE
L002351,2026-04-24,C002-AD01,C002,Facebook,1,1,0,0.0,R02,UK
L002352,2026-04-24,C002-AD01,C002,Facebook,0,0,0,0.0,,USA
L002353,2026-04-24,C002-AD01,C002,Facebook,0,0,0,0.0,,UK
L002354,2026-04-24,C002-AD01,C002,Facebook,1,0,0,0.0,R04,India
L002355,2026-04-24,C002-AD01,C002,Facebook,0,0,0,0.0,,UAE
L002356,2026-04-24,C002-AD01,C002,Facebook,1,1,0,0.0,R03,UK
L002357,2026-04-24,C002-AD01,C002,Facebook,1,1,0,0.0,R01,India
L002358,2026-04-24,C002-AD01,C002,Facebook,1,0,0,0.0,R03,USA
L002359,2026-04-24,C002-AD01,C002,Facebook,1,1,0,0.0,R04,UAE
L002360,2026-04-24,C002-AD01,C002,Facebook,1,1,1,80235.83,R04,UAE
L002361,2026-04-24,C002-AD01,C002,Facebook,0,0,0,0.0,,UK
L002362,2026-04-24,C002-AD01,C002,Facebook,0,0,0,0.0,,UAE
L002363,2026-04-24,C002-AD01,C002,Facebook,1,1,0,0.0,R02,India
L002364,2026-04-24,C002-AD01,C002,Facebook,0,0,0,0.0,,UAE
L002365,2026-04-24,C002-AD01,C002,Facebook,1,1,0,0.0,R03,Singapore
L002366,2026-04-24,C002-AD01,C002,Facebook,1,1,0,0.0,R01,UK
L002367,2026-04-24,C002-AD01,C002,Facebook,1,0,0,0.0,R02,India
L002368,2026-04-24,C002-AD01,C002,Facebook,1,1,0,0.0,R04,India
L002369,2026-04-24,C002-AD02,C002,Facebook,1,1,0,0.0,R02,UAE
L002370,2026-04-24,C002-AD02,C002,Facebook,1,1,0,0.0,R04,USA
L002371,2026-04-24,C002-AD02,C002,Facebook,1,1,0,0.0,R01,Singapore
L002372,2026-04-24,C002-AD02,C002,Facebook,0,0,0,0.0,,India
L002373,2026-04-24,C003-AD01,C003,Instagram,1,1,0,0.0,R01,India
L002374,2026-04-24,C003-AD01,C003,Instagram,1,1,0,0.0,R04,India
L002375,2026-04-24,C003-AD01,C003,Instagram,1,1,1,82145.2,R01,UAE
L002376,2026-04-24,C003-AD01,C003,Instagram,0,0,0,0.0,,UK
L002377,2026-04-24,C003-AD01,C003,Instagram,0,0,0,0.0,,UK
L002378,2026-04-24,C003-AD01,C003,Instagram,0,0,0,0.0,,UAE
L002379,2026-04-24,C003-AD01,C003,Instagram,1,0,0,0.0,R01,India
L002380,2026-04-24,C003-AD01,C003,Instagram,0,0,0,0.0,,USA
L002381,2026-04-24,C003-AD01,C003,Instagram,1,1,0,0.0,R02,Singapore
L002382,2026-04-24,C003-AD01,C003,Instagram,0,0,0,0.0,,India
L002383,2026-04-24,C003-AD01,C003,Instagram,1,1,1,50822.13,R02,UAE
L002384,2026-04-24,C003-AD01,C003,Instagram,0,0,0,0.0,,India
L002385,2026-04-24,C003-AD02,C003,Instagram,1,1,0,0.0,R02,USA
L002386,2026-04-24,C003-AD02,C003,Instagram,1,1,1,64565.85,R03,UK
L002387,2026-04-24,C003-AD02,C003,Instagram,0,0,0,0.0,,UK
L002388,2026-04-24,C003-AD02,C003,Instagram,1,0,0,0.0,R02,USA
L002389,2026-04-24,C003-AD02,C003,Instagram,1,1,0,0.0,R03,UK
L002390,2026-04-24,C003-AD02,C003,Instagram,1,0,0,0.0,R03,UAE
L002391,2026-04-24,C003-AD02,C003,Instagram,0,0,0,0.0,,UK
